photo_id,bucket,confidence,cf_top_slug,cf_brand,cf_line,vision_brand,vision_line,prior_brand,prior_line,prior_vitola,prior_notes,flag,expected_slug
band-50ccdf0a896c.jpg,auto-match,0.99,montecristo-1935-anniversary-nicaragua-no-2,Montecristo,1935 Anniversary Nicaragua,MONTECRISTO,1935 ANNIVERSARY NICARAGUA SERIES,,,,,,montecristo-1935-anniversary-nicaragua-no-2
band-53294edfbb4f.jpg,ambiguous,0.55,gurkha-royal-challenge-maduro,Gurkha,Royal Challenge Maduro,"Unclear, possibly Gurkha",,,,,,,gurkha-royal-challenge-maduro
band-536699bf2f75.jpg,auto-match,0.99,rocky-patel-special-reserve-sun-grown-maduro,Rocky Patel,Special Reserve Sun Grown Maduro,Rocky Patel,Special Reserve Sun Grown Maduro,,,,,,rocky-patel-special-reserve-sun-grown-maduro
band-558446645fb0.jpg,ambiguous,0.606,man-o-war-virtue,Man O' War,Virtue,VIRTUE,,,,,,,man-o-war-virtue
band-5638741ddff1.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padron,1964 Anniversary Series,,,,,,padron-1964-anni-belicoso
band-56be67005079.jpg,ambiguous,0.789,alfonso-gran-seleccion-preciosos,Alfonso,Gran Seleccion Preciosos,OSO,PRECIOSOS,,,,,,alfonso-gran-seleccion-preciosos
band-5725f4f8f421.jpg,auto-match,0.98,the-tabernacle-havana-seed-ct-142,The Tabernacle,Havana Seed CT 142,TABERNACLE,HAVANA SEED CT. NO. 142,,,,,,the-tabernacle-havana-seed-ct-142
band-5754928e9f35.jpg,auto-match,0.99,byron-reserva-5-anos,Byron,Reserva 5 Años,BYRON,RESERVA 5 AÑOS,,,,,,byron-reserva-5-anos
band-5782012faa92.jpg,ambiguous,0.777,olmec-maduro,Olmec,Maduro,OLMEC,,,,,,,olmec-maduro
band-57879b094606.jpg,ambiguous,0.656,dunbarton-tobacco-trust-umbagog-bronzeback-robusto,Dunbarton Tobacco & Trust,Umbagog Bronzeback Robusto,MBAGO,,,,,,,dunbarton-tobacco-trust-umbagog-bronzeback-robusto
band-58411eb580d5.jpg,ambiguous,0.709,camacho-pre-embargo-toro,Camacho,Pre-Embargo Toro,Not a cigar band,,,,,,,camacho-pre-embargo-toro
band-584cd6ab579f.jpg,auto-match,0.99,alfonso-gran-seleccion-estelares,Alfonso,Gran Seleccion Estelares,Alfonso,Estelares,,,,,,alfonso-gran-seleccion-estelares
band-58fb96c1b244.jpg,auto-match,0.99,plasencia-cosecha-151-la-musica,Plasencia,Cosecha 151 La Musica,PLASENCIA,COSECHA 151,,,,,,plasencia-cosecha-151-la-musica
band-597548d665ac.jpg,auto-match,0.99,montecristo-1935-anniversary-nicaragua,Montecristo,1935 Anniversary Nicaragua,MONTECRISTO,1935 ANNIVERSARY NICARAGUA SERIES,,,,,,montecristo-1935-anniversary-nicaragua
band-5d33a0fea8b8.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,PLASENCIA,ALMA FUERTE,,,,,,plasencia-alma-fuerte
band-5d976831221c.jpg,auto-match,0.858,alec-bradley-do-not-disturb,Alec Bradley,Do Not Disturb,DO NOT DISTURB,,,,,,,alec-bradley-do-not-disturb
band-5dcfe1b6f5c9.jpg,auto-match,0.98,m-by-macanudo-toro,Macanudo,By Macanudo,Macanudo,,,,,,,m-by-macanudo-toro
band-5e70f1107c78.jpg,auto-match,0.99,ep-carrillo-encore-black,E.P. Carrillo,Encore Black,E.P. Carrillo,Encore,,,,,,ep-carrillo-encore-black
band-60c0e4e20edf.jpg,auto-match,0.99,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,MONTECRISTO,CLASSIC SERIES,,,,,,montecristo-classic-series-corona-5-5-44
band-60d058e23a58.jpg,auto-match,0.99,bolivar-aniversario,Bolivar,Aniversario,BOLIVAR,ANIVERSARIO,,,,,,bolivar-aniversario
band-63a71325ecf8.jpg,auto-match,0.98,god-of-fire-by-don-carlos,God of Fire,God of Fire,God of Fire,KBP Special Reserve,,,,,,god-of-fire-by-don-carlos
band-63c54a40eb78.jpg,auto-match,0.99,highclere-castle-victorian-robusto,Highclere Castle,Victorian,HIGHCLERE CASTLE,Victorian,,,,,,highclere-castle-victorian-robusto
band-63cbc52c9cfc.jpg,auto-match,0.99,tatuaje-avion-13-tuxtla,Tatuaje,Avion 13 Tuxtla,Tatuaje,Tuxtla,,,,,,tatuaje-avion-13-tuxtla
band-6427551a8fa1.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padrón,1964 Anniversary Series,,,,,,padron-1964-anni-belicoso
band-645f037002c0.jpg,auto-match,0.99,rocky-patel-vintage-1990,Rocky Patel,Vintage 1990,Rocky Patel,Vintage 1990,,,,,,rocky-patel-vintage-1990
band-664ff641df9e.jpg,auto-match,0.99,montecristo-white-series-belicoso,Montecristo,White Series,MONTECRISTO,WHITE SERIES,,,,,,montecristo-white-series-belicoso
band-669a27a48f69.jpg,auto-match,0.99,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,MONTECRISTO,CLASSIC SERIES,,,,,,montecristo-classic-series-corona-5-5-44
band-670a5079ad7c.jpg,ambiguous,0.838,private-stock,Private,Stock,"Unclear, possibly ""LUCI""",,,,,,,private-stock
band-67259da0d17d.jpg,auto-match,0.99,man-o-war-virtue,Man O' War,Virtue,Man O' War,Virtue,,,,,,man-o-war-virtue
band-680271e09409.jpg,ambiguous,0.759,2012-by-oscar-sixty-corojo,2012,Sixty Corojo,Corojo,,,,,,,2012-by-oscar-sixty-corojo
band-698ca4866785.jpg,auto-match,0.99,rojas-breakfast-tacos,Rojas,Breakfast Tacos,ROJAS,BREAKFAST TACO,,,,,,rojas-breakfast-tacos
band-6a13ecde0749.jpg,auto-match,0.98,mayflower-dusk-toro,Mayflower,Dusk,MAYFLOWER,,,,,,,mayflower-dusk-toro
band-6a36fc716a4d.jpg,ambiguous,0.752,gurkha-park-avenue,Gurkha,Park Avenue,,,,,,,,gurkha-park-avenue
band-6be22b6b313b.jpg,auto-match,0.99,cohiba-medio-siglo,Cohiba,Medio Siglo,JOYA DE NICARAGUA,CLÁSICO MEDIO SIGLO,,,,,,cohiba-medio-siglo
band-6e3115442ccc.jpg,auto-match,0.99,jaime-garcia-reserva-especial-churchill-connecticut,Jaime Garcia,Reserva Especial Churchill Connecticut,Jaime Garcia,Reserva Especial,,,,,,jaime-garcia-reserva-especial-churchill-connecticut
band-6ec0a26850fa.jpg,auto-match,0.99,padron-family-reserve,Padrón,Family Reserve,Padron,Family Reserve,,,,,,padron-family-reserve
band-714defcef2d4.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,Plasencia,Alma Fuerte,,,,,,plasencia-alma-fuerte
band-71b6e42ef9fb.jpg,auto-match,0.99,nub-nuance-triple-roast,Nub,Nuance Triple Roast,Nub,Nuance,,,,,,nub-nuance-triple-roast
band-71e147bf6850.jpg,auto-match,0.934,atabey,Atabey,,ATABEY,,,,,,,atabey
band-722471ebcb71.jpg,ambiguous,0.842,oliva-serie-v-melanio,Oliva,Serie V Melanio,OLIVA,Serie V Melanio Gran Reserva Limitada,,,,,,oliva-serie-v-melanio
band-7229f90026e9.jpg,auto-match,0.99,rough-rider-sweets-robusto,Rough Rider,Sweets,Rough Rider,Sweets,,,,,,rough-rider-sweets-robusto
band-7326bdc92d57.jpg,auto-match,0.99,ashton-estate-sun-grown,Ashton,Estate Sun Grown,ASHTON,Estate Sun Grown,,,,,,ashton-estate-sun-grown
band-7358a4a776dd.jpg,ambiguous,0.707,carlos-torano-exodus-gold-1959-churchill,Carlos Torano,Exodus Gold 1959 Churchill,Linaje,Corojo,,,,,,carlos-torano-exodus-gold-1959-churchill
band-73931c10b210.jpg,low-confidence,0.416,liga-privada-unico-bakkwa,Drew Estate,Liga Privada Unico Bakkwa,Image is too blurry to identify a brand.,,,,,,,liga-privada-unico-bakkwa
band-73cd8cddfd09.jpg,auto-match,0.891,foundation-cigar-co-the-wise-man-maduro,Foundation Cigar Co.,The Wise Man Maduro,The Wise Man,,,,,,,foundation-cigar-co-the-wise-man-maduro
band-743fd68f13b5.jpg,ambiguous,0.545,fonseca-arana,Fonseca,Arana,BLACK DIAMOND,,,,,,,fonseca-arana
band-74f2a6436b8d.jpg,auto-match,0.98,flor-de-las-antillas-oliva-gold,Oliva,Flor de Oliva Gold,Flor de Oliva,,,,,,,flor-de-las-antillas-oliva-gold
band-760b295a8e98.jpg,auto-match,0.99,joya-de-nicaragua-cinco-de-cinco,Joya de Nicaragua,Cinco de Cinco,Joya de Nicaragua,Cinco de Cinco,,,,,,joya-de-nicaragua-cinco-de-cinco
band-76792efc3a3b.jpg,auto-match,0.99,liga-privada-unico-l40-lancero,Drew Estate,Liga Privada Unico L40 Lancero,Drew Estate,Liga Privada,,,,,,liga-privada-unico-l40-lancero
band-792eedcc4119.jpg,auto-match,0.99,don-pepin-garcia-original,Don Pepin Garcia,Original,Don Pepin Garcia,Original,,,,,,don-pepin-garcia-original
band-7af3e640813a.jpg,auto-match,0.99,liga-privada-t52,Drew Estate,Liga Privada T52,Liga Privada,T52,,,,,,liga-privada-t52
band-7e1400cd3bde.jpg,auto-match,0.99,liga-privada-no-9,Drew Estate,Liga Privada No. 9,Liga Privada,No. 9,,,,,,liga-privada-no-9
band-7f5c7c44a6c1.jpg,auto-match,0.98,fratello-bianco-iv-sublime,Fratello,Bianco Iv,Fratello,,,,,,,fratello-bianco-iv-sublime
band-8087ee252e5e.jpg,auto-match,0.94,drew-estate-deadwood-tobacco-co-ba,Drew Estate,Deadwood Tobacco Co. Ba,ST,,,,,,,drew-estate-deadwood-tobacco-co-ba
band-83884dfb64eb.jpg,auto-match,0.99,601-blue-label,601,Blue Label,LA PALINA,BLUE LABEL SUMATRA,,,,,,601-blue-label
band-858cae72c5be.jpg,auto-match,0.99,camacho-broadleaf,Camacho,Broadleaf,Reserva,Broadleaf,,,,,,camacho-broadleaf
band-863d76f9d33f.jpg,ambiguous,0.645,e-p-carrillo-inch-nicaragua-60-ring-gauge-vitola,E.P. Carrillo,INCH Nicaragua,Verocu,,,,,,,e-p-carrillo-inch-nicaragua-60-ring-gauge-vitola
band-872a31927679.jpg,auto-match,0.99,arturo-fuente-gran-reserva-rothschild-natural,Arturo Fuente,Gran Reserva Rothschild Natural,Arturo Fuente,Gran Reserva,,,,,,arturo-fuente-gran-reserva-rothschild-natural
band-878a17b1b7dd.jpg,ambiguous,0.648,foundation-cigar-co-menelik-petite-robusto,Foundation Cigar Co.,Menelik Petite Robusto,Image is too blurry to identify text on the band.,,,,,,,foundation-cigar-co-menelik-petite-robusto
band-87a40f3c35fc.jpg,auto-match,0.99,latelier-la-mission,L'Atelier,La Mission,L'Atelier,La Mission,,,,,,latelier-la-mission
band-87fafb64ebf9.jpg,auto-match,0.99,la-palina-double-digit,La Palina,Double Digit,LA PALINA,DOUBLE DIGIT,,,,,,la-palina-double-digit
band-88df596770d3.jpg,auto-match,0.99,punch-clasico,Punch,Clasico,Punch,Clásico,,,,,,punch-clasico
band-8a48360fed30.jpg,auto-match,0.886,manolo-quesada-75th-anniversary,Quesada,Manolo Quesada 75Th Anniversary,VEGA MAGNA,,,,,,,manolo-quesada-75th-anniversary
band-8b855967bfb5.jpg,auto-match,0.99,rocky-patel-vintage-1992,Rocky Patel,Vintage 1992,Rocky Patel,Vintage 1992,,,,,,rocky-patel-vintage-1992
band-8ba2b6836524.jpg,auto-match,0.98,liga-privada-unico-feral-flying-pig,Drew Estate,Liga Privada Unico Feral Flying Pig,Drew Estate,Liga Privada No. 9 Oscuro,,,,,,liga-privada-unico-feral-flying-pig
band-8c57586bbaff.jpg,auto-match,0.98,ashton-virgin-sun-grown,Ashton,Virgin Sun Grown,ASHTON,VSG,,,,,,ashton-virgin-sun-grown
band-8e0f7589a9d0.jpg,ambiguous,0.842,la-aroma-de-cuba-mi-amor-reserva,La Aroma de Cuba,Mi Amor Reserva,LA AROMA DE CUBA,Mi Amor,,,,,,la-aroma-de-cuba-mi-amor-reserva
band-8f0a30dfb414.jpg,auto-match,0.98,h-upmann-by-aj-fernandez,H. Upmann,H. Upmann,H. Upmann,,,,,,,h-upmann-by-aj-fernandez
band-8fbd10ebd3fc.jpg,auto-match,0.99,my-father-father-the-judge-grand-robusto-box-pressed,My Father,Father The Judge Grand Robusto Box Pressed,My Father,The Judge,,,,,,my-father-father-the-judge-grand-robusto-box-pressed
band-9061ca862af2.jpg,auto-match,0.99,jaime-garcia-reserva-especial-churchill-connecticut,Jaime Garcia,Reserva Especial Churchill Connecticut,JAIME GARCIA,Reserva Especial,,,,,,jaime-garcia-reserva-especial-churchill-connecticut
band-926dc3534ca1.jpg,ambiguous,0.666,gurkha-master-select-toro,Gurkha,Master Select,Tabacalera Palma,La Jockra,,,,,,gurkha-master-select-toro
band-9277f2fe4fae.jpg,auto-match,0.98,m-by-macanudo-toro,Macanudo,By Macanudo,MACANUDO,,,,,,,m-by-macanudo-toro
band-940f7fd15f7c.jpg,auto-match,0.98,edicion-limitada-romeo-y-julieta-churchill,Romeo y Julieta,Limitada Romeo Y Julieta Churchill,ROMEO Y JULIETA,OCHO,,,,,,edicion-limitada-romeo-y-julieta-churchill
band-95040cd47124.jpg,ambiguous,0.833,arturo-fuente-hemingway-natural,Arturo Fuente,Hemingway Natural,Arturo Fuente,Special Selection,,,,,,arturo-fuente-hemingway-natural
band-95311ebd2ad5.jpg,ambiguous,0.833,arturo-fuente-hemingway-natural,Arturo Fuente,Hemingway Natural,Arturo Fuente,,,,,,,arturo-fuente-hemingway-natural
band-96b93771227e.jpg,auto-match,0.99,oliva-serie-v-melanio,Oliva,Serie V Melanio,OLIVA,Serie V Melanio Gran Reserva Limitada,,,,,,oliva-serie-v-melanio
band-9790033c13cb.jpg,auto-match,0.99,liga-privada-unico-uf-13-dark,Drew Estate,Liga Privada Unico UF-13 Dark,Drew Estate,UF-13,,,,,,liga-privada-unico-uf-13-dark
band-98baa7579d3f.jpg,auto-match,0.99,davidoff-dominican-maduro-primeros,Davidoff,Dominican Maduro Primeros,Davidoff,Dominican Maduro,,,,,,davidoff-dominican-maduro-primeros
band-98d48981f422.jpg,ambiguous,0.678,atabey,Atabey,,ATABEY,,,,,,,atabey
band-9a1406d70e04.jpg,auto-match,0.99,plasencia-alma-del-campo-madrono-gordo,Plasencia,Alma Del Campo Madrono – Gordo,PLASENCIA,ALMA DEL CAMPO,,,,,,plasencia-alma-del-campo-madrono-gordo
band-9ab25ffe5419.jpg,auto-match,0.99,padron-damaso,Padrón,Dámaso,Padron,Damaso,,,,,,padron-damaso
band-9bc94d375c34.jpg,auto-match,0.99,enclave-broadleaf-belicoso,A.J. Fernandez,Enclave Broadleaf Belicoso,ENCLAVE,BROADLEAF,,,,,,enclave-broadleaf-belicoso
band-9d6b953fad27.jpg,ambiguous,0.58,a-flores-serie-privada-sp-52-capa-maduro,A. Flores,Serie Privada SP 52 Capa Maduro,,,,,,,,a-flores-serie-privada-sp-52-capa-maduro
band-9ea7a180adff.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,PLASENCIA,ALMA FUERTE,,,,,,plasencia-alma-fuerte
band-9f9e8cc0089b.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padron,1964 Anniversary Series,,,,,,padron-1964-anni-belicoso
band-a071e2399934.jpg,ambiguous,0.833,la-palina-el-ano-1896-oscuro,La Palina,El Ano 1896 Oscuro,LA PALINA,,,,,,,la-palina-el-ano-1896-oscuro
band-a0e666f73875.jpg,auto-match,0.99,ep-carrillo-allegiance-confidant-toro,E.P. Carrillo,Allegiance Confidant Toro,E.P. Carrillo,Allegiance,,,,,,ep-carrillo-allegiance-confidant-toro
band-a160532a7f15.jpg,auto-match,0.99,plasencia-cosecha-149,Plasencia,Cosecha 149,PLASENCIA,COSECHA 149,,,,,,plasencia-cosecha-149
band-a2134fdf2d42.jpg,auto-match,0.99,odyssey-habano,Odyssey,Habano,ODYSSEY,HABANO,,,,,,odyssey-habano
band-a2a3698cbeb8.jpg,auto-match,0.99,don-pepin-garcia-original,Don Pepin Garcia,Original,Don Pepin Garcia,Original,,,,,,don-pepin-garcia-original
band-a3acc3e6bf6e.jpg,auto-match,0.98,mayflower-dusk-toro,Mayflower,Dusk,MAYFLOWER,,,,,,,mayflower-dusk-toro
band-a3bff1b76e59.jpg,auto-match,0.99,my-father-garcia-garcia-toro-deluxe,My Father,Garcia & Garcia Toro Deluxe,My Father,Garcia & Garcia,,,,,,my-father-garcia-garcia-toro-deluxe
band-a54240c2ea39.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,PLASENCIA,ALMA FUERTE,,,,,,plasencia-alma-fuerte
band-a6d5c988b96e.jpg,auto-match,0.99,alec-bradley-sun-grown,Alec Bradley,Sun Grown,Flor de las Antillas,Sun Grown,,,,,,alec-bradley-sun-grown
band-a9f93824b4db.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padrón,1964 Anniversary Series Presidente Natural,,,,,,padron-1964-anni-belicoso
band-adaf5e4056d4.jpg,auto-match,0.873,caribe-deluxe,Caribe,Deluxe,ROCKY PATEL,Vintage 1999 Connecticut,,,,,,caribe-deluxe
band-ae09c419abf7.jpg,auto-match,0.98,crowned-heads-las-calaveras,Crowned Heads,Las Calaveras,LAS CALAVERAS,,,,,,,crowned-heads-las-calaveras
band-af672cb0f141.jpg,auto-match,0.98,casa-de-garcia-casa-magna-d-magnus-ii-tiberius,Casa de Garcia,Casa Magna D. Magnus II Tiberius,CASA MAGNA,,,,,,,casa-de-garcia-casa-magna-d-magnus-ii-tiberius
band-b0b12b3d32c9.jpg,auto-match,0.99,ashton-symmetry,Ashton,Symmetry,ASHTON,SYMMETRY,,,,,,ashton-symmetry
band-b2355c8be4eb.jpg,auto-match,0.99,odyssey-maduro,Odyssey,Maduro,ODYSSEY,MADURO,,,,,,odyssey-maduro
band-b31be1862e38.jpg,auto-match,0.99,arturo-fuente-opus-x-lost-city,Arturo Fuente,Opus X Lost City,Arturo Fuente,Lost City,,,,,,arturo-fuente-opus-x-lost-city
band-b38466364693.jpg,auto-match,0.99,e-p-carrillo-carrillo-la-historia-el-senador,E.P. Carrillo,Carrillo La Historia El Senador,E.P. Carrillo,La Historia,,,,,,e-p-carrillo-carrillo-la-historia-el-senador
band-b3944a44d3aa.jpg,auto-match,0.99,e-p-carrillo-carrillo-la-historia-el-senador,E.P. Carrillo,Carrillo La Historia El Senador,E.P. Carrillo,La Historia,,,,,,e-p-carrillo-carrillo-la-historia-el-senador
band-b538cff09e78.jpg,ambiguous,0.806,allegiance-by-e-p-carrillo-sidekick,Allegiance,Sidekick,Allegiance,,,,,,,allegiance-by-e-p-carrillo-sidekick
band-b5810dc8d055.jpg,auto-match,0.98,crowned-heads-four-kicks-mule-kick-le-2020,Crowned Heads,Four Kicks Mule Kick Le 2020,Crowned Heads,TBA Exclusive 2020,,,,,,crowned-heads-four-kicks-mule-kick-le-2020
band-b673451f19e5.jpg,auto-match,0.99,cao-brazilia-cariocas,CAO,Brazilia Cariocas,CAO,BRAZILIA,,,,,,cao-brazilia-cariocas
band-b6ea72a8eee0.jpg,ambiguous,0.846,h-upmann-by-aj-fernandez,H. Upmann,H. Upmann,"Unclear, possibly H. Upmann",,,,,,,h-upmann-by-aj-fernandez
band-b729b1b219d9.jpg,auto-match,0.99,my-father-father-the-judge-grand-robusto-box-pressed,My Father,Father The Judge Grand Robusto Box Pressed,My Father,The Judge,,,,,,my-father-father-the-judge-grand-robusto-box-pressed
band-b80b2560f251.jpg,auto-match,0.98,indian-motorcycle-cigars-125th-anniversary,Indian Motorcycle Cigars,125th Anniversary,Indian Motorcycle,,,,,,,indian-motorcycle-cigars-125th-anniversary
band-b95d5f6a5d53.jpg,auto-match,0.99,joya-de-nicaragua-antano,Joya de Nicaragua,Antano,Joya de Nicaragua,Antaño CT,,,,,,joya-de-nicaragua-antano
band-ba46cac7939b.jpg,auto-match,0.99,quorum-shade,Quorum,Shade,QUORUM,SHADE,,,,,,quorum-shade
band-ba65b7089747.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,PLASENCIA,ALMA FUERTE,,,,,,plasencia-alma-fuerte
band-bb88cb65d01e.jpg,auto-match,0.99,my-father-garcia-garcia-toro-deluxe,My Father,Garcia & Garcia Toro Deluxe,My Father,Garcia & Garcia,,,,,,my-father-garcia-garcia-toro-deluxe
band-bc17f0690118.jpg,auto-match,0.99,tatuaje-corojo,Tatuaje,Corojo,Tatuaje,Corojo,,,,,,tatuaje-corojo
band-bce8ee114609.jpg,auto-match,0.99,my-father-le-bijou-1922-100-anos,My Father,Le Bijou 1922 100 Anos,My Father,Le Bijou 1922,,,,,,my-father-le-bijou-1922-100-anos
band-bcfb396c977b.jpg,auto-match,0.99,arturo-fuente-opus-x-lost-city,Arturo Fuente,Opus X Lost City,Arturo Fuente,Lost City,,,,,,arturo-fuente-opus-x-lost-city
band-bd15059e3708.jpg,ambiguous,0.799,foundation-cigar-co-the-wise-man-maduro,Foundation Cigar Co.,The Wise Man Maduro,THE WISE MAN,,,,,,,foundation-cigar-co-the-wise-man-maduro
band-be15709d5d81.jpg,auto-match,0.98,atabey,Atabey,,ATABEY,,,,,,,atabey
band-bef0c7bee2d5.jpg,auto-match,0.99,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,MONTECRISTO,CLASSIC SERIES,,,,,,montecristo-classic-series-corona-5-5-44
band-bf8e9996fa61.jpg,ambiguous,0.634,g-a-r-by-george-rico,G.A.R.,By George Rico,The image is too blurry to identify any text on the cigar band.,,,,,,,g-a-r-by-george-rico
band-c02d8c5e1e57.jpg,auto-match,0.99,rocky-patel-decade-10th-anniversary-cigar,Rocky Patel,Decade 10th Anniversary Cigar,Rocky Patel,Decade,,,,,,rocky-patel-decade-10th-anniversary-cigar
band-c0a120f90d77.jpg,auto-match,0.99,cle-connecticut-corona,CLE,Connecticut,CLE,Connecticut,,,,,,cle-connecticut-corona
band-c10127ccd978.jpg,ambiguous,0.671,stillwell-star,Stillwell Star,,Image is too blurry to identify text on the band.,,,,,,,stillwell-star
band-c1e9c227ab9b.jpg,auto-match,0.98,a-j-fernandez-new-world,A.J. Fernandez,New World,NEW WORLD,,,,,,,a-j-fernandez-new-world
band-c35e03da6415.jpg,auto-match,0.99,rojas-breakfast-tacos,Rojas,Breakfast Tacos,ROJAS,BREAKFAST TACO,,,,,,rojas-breakfast-tacos
band-c3d32d20bfdc.jpg,auto-match,0.99,byron-reserva-4-anos,Byron,Reserva 4 Años,BYRON,RESERVA 4 AÑOS,,,,,,byron-reserva-4-anos
band-c3f815b65145.jpg,auto-match,0.99,my-father-father-the-judge-grand-robusto-box-pressed,My Father,Father The Judge Grand Robusto Box Pressed,My Father,The Judge,,,,,,my-father-father-the-judge-grand-robusto-box-pressed
band-c418a77d06c1.jpg,auto-match,0.98,foundation-cigar-co-the-wise-man-maduro,Foundation Cigar Co.,The Wise Man Maduro,THE WISE MAN,,,,,,,foundation-cigar-co-the-wise-man-maduro
band-c512a330ea20.jpg,auto-match,0.98,a-j-fernandez-new-world,A.J. Fernandez,New World,NEW WORLD,,,,,,,a-j-fernandez-new-world
band-c5b1de6b5f07.jpg,auto-match,0.98,sixty-by-rocky-patel-toro,Rocky Patel,Rocky Patel,Rocky Patel,Emerald,,,,,,sixty-by-rocky-patel-toro
band-c6651f732a3a.jpg,auto-match,0.99,the-tabernacle-david,Foundation Cigar Co.,The Tabernacle David,THE TABERNACLE,DAVID,,,,,,the-tabernacle-david
band-c6b926dbf385.jpg,ambiguous,0.645,eiroa-the-first-20-years-colorado,Eiroa,The First 20 Years Colorado,,,,,,,,eiroa-the-first-20-years-colorado
band-c6c7acf27eb1.jpg,auto-match,0.98,tatuaje-cabaiguan,Tatuaje,Cabaiguan,Tatuaje,,,,,,,tatuaje-cabaiguan
band-c6dc8eda2a03.jpg,auto-match,0.891,crux-guild,Crux,Guild,CRUX,GUILD,,,,,,crux-guild
band-c8255b241ad6.jpg,auto-match,0.99,undercrown-maduro,Drew Estate,Undercrown Maduro,Drew Estate,Undercrown,,,,,,undercrown-maduro
band-c8448656fcde.jpg,auto-match,0.98,padron-1964-anniversary-a,Padrón,1964 Anniversary A,Padron,Anniversary Series,,,,,,padron-1964-anniversary-a
band-c98ff12d142a.jpg,ambiguous,0.838,diesel-disciple,Diesel,Disciple,Escasos,,,,,,,diesel-disciple
band-c9944212a7b7.jpg,auto-match,0.99,rough-rider-sweets-robusto,Rough Rider,Sweets,Rough Rider,Sweets,,,,,,rough-rider-sweets-robusto
band-ca76a0fa5918.jpg,auto-match,0.98,m-by-macanudo-toro,Macanudo,By Macanudo,Macanudo,,,,,,,m-by-macanudo-toro
band-ca7d9abe7360.jpg,auto-match,0.99,plasencia-reserva-original-organica-nesticos,Plasencia,Reserva Original,PLASENCIA,RESERVA ORIGINAL,,,,,,plasencia-reserva-original-organica-nesticos
band-cb1e7d61fcff.jpg,auto-match,0.99,aganorsa-leaf-supreme-leaf-toro,Aganorsa Leaf,Supreme Leaf,Aganorsa Leaf,International Supreme Leaf,,,,,,aganorsa-leaf-supreme-leaf-toro
band-cb565dd97a14.jpg,auto-match,0.99,tatuaje-cojonu-2012-tuxtla,Tatuaje,Cojonu 2012 Tuxtla,Tatuaje,Cojonu 2012,,,,,,tatuaje-cojonu-2012-tuxtla
band-cc462c4ba040.jpg,auto-match,0.99,romeo-y-julieta-vintage-vi-medallas-de-oro,Romeo y Julieta,Vintage VI (Medallas de Oro),Romeo y Julieta,Medallas de Oro,,,,,,romeo-y-julieta-vintage-vi-medallas-de-oro
band-cd586671a88a.jpg,auto-match,0.98,the-tabernacle-broadleaf-goliath-perfecto,The Tabernacle,Broadleaf Goliath,THE TABERNACLE,HAVANA CT NO. 142,,,,,,the-tabernacle-broadleaf-goliath-perfecto
band-d16afc9447ee.jpg,auto-match,0.965,foundation-cigar-co-olmec,Foundation Cigar Co.,Olmec,ESTELI-RECARGADO,OLMEC,,,,,,foundation-cigar-co-olmec
band-d16f6d5b7361.jpg,auto-match,0.98,padron-1926-serie-no-35-natural,Padrón,1926 Serie No. 35 Natural,Padrón,Anniversary Series,,,,,,padron-1926-serie-no-35-natural
band-d1ee91bcf6a8.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padrón,1964 Anniversary Series,,,,,,padron-1964-anni-belicoso
band-d2152b00a602.jpg,auto-match,0.99,rocky-patel-gold-label,Rocky Patel,Gold Label,Rocky Patel,Gold Label,,,,,,rocky-patel-gold-label
band-d2304c1d3b6b.jpg,auto-match,0.99,rough-rider-sweets-robusto,Rough Rider,Sweets,Rough Rider,Sweets,,,,,,rough-rider-sweets-robusto
band-d2baeed03251.jpg,auto-match,0.925,alec-bradley-kintsugi-wabi-sabi,Alec Bradley,Black Market Kintsugi Wabi Sabi,KINTSUGI,SABI,,,,,,alec-bradley-kintsugi-wabi-sabi
band-d48a51de5109.jpg,auto-match,0.99,oliva-serie-v-melanio-maduro-churchill,Oliva,Serie V Melanio Maduro,OLIVA,Serie V Melanio Maduro,,,,,,oliva-serie-v-melanio-maduro-churchill
band-d4e4a84cddac.jpg,auto-match,0.99,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,Montecristo,Classic Series,,,,,,montecristo-classic-series-corona-5-5-44
band-d5109c8fe57a.jpg,auto-match,0.99,alec-bradley-safe-keepings,Alec Bradley,Safe Keepings,Alec Bradley,Safe Keepings,,,,,,alec-bradley-safe-keepings
